App;Tool;Method;Third_Parties;Loc_Addr;Serv_Addr;URL;Error
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41424;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41386;108.128.131.233:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41324;151.101.129.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41432;141.226.228.48:443;https://trc-events.taboola.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41424;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41432;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41310;151.101.65.44:443;https://pips.taboola.com/;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41424;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41324;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41310;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41424;18.154.22.49:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41454;3.124.182.114:443;https://x.bidswitch.net/sync?g...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41400;35.244.159.8:443;https://taboola-d.openx.net/v/...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41452;3.75.62.37:443;https://ups.analytics.yahoo.co...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41400;35.244.159.8:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41454;3.124.182.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41452;3.75.62.37:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41468;46.228.164.11:443;https://ad.turn.com/r/cs?pid=6...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41456;8.43.72.97:443;https://pixel-us-east.rubiconp...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41462;69.173.144.138:443;https://token.rubiconproject.c...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41458;69.173.144.138:443;https://token.rubiconproject.c...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41460;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41466;69.173.144.165:443;https://pixel.rubiconproject.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41468;46.228.164.11:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41462;69.173.144.138:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41458;69.173.144.138:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41466;69.173.144.165:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41460;52.94.223.167:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41456;8.43.72.97:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41464;64.202.112.159:443;https://b1sync.zemanta.com/use...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41466;69.173.144.165:443;https://pixel.rubiconproject.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41466;69.173.144.165:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41470;142.250.185.2:443;https://cm.g.doubleclick.net/p...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41470;142.250.185.2:443;https://cm.g.doubleclick.net/p...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41464;64.202.112.159:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41470;142.250.185.2:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41470;142.250.185.2:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41478;151.101.1.44:443;https://imprammp.taboola.com/s...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41478;151.101.1.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41480;141.226.228.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41460;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41466;69.173.144.165:443;https://pixel.rubiconproject.c...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41470;142.250.185.2:443;https://cm.g.doubleclick.net/p...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41470;142.250.185.2:443;https://cm.g.doubleclick.net/p...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41460;52.94.223.167:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41466;69.173.144.165:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41470;142.250.185.2:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41470;142.250.185.2:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41476;169.197.150.7:443;https://match.deepintent.com/u...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41484;151.101.1.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41490;3.124.182.114:443;https://x.bidswitch.net/sync?g...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41488;108.128.131.233:443;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41476;169.197.150.7:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41490;3.124.182.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41488;108.128.131.233:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41492;18.154.22.49:443;https://sb.scorecardresearch.c...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41486;146.112.61.110:443;https://match.adsrvr.org/track...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41484;151.101.1.44:443;-;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41486;;;Certificate verify failed: unable to get local issuer certificate
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41492;18.154.22.49:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41492;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41492;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41494;151.101.1.44:443;https://pips.taboola.com/;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41494;151.101.1.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41478;151.101.1.44:443;https://imprammp.taboola.com/s...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41478;151.101.1.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41480;141.226.228.48:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41486;146.112.61.110:443;https://match.adsrvr.org/track...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41488;108.128.131.233:443;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41486;;;Certificate verify failed: unable to get local issuer certificate
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41484;151.101.1.44:443;https://wf.taboola.com/VideoBi...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41488;108.128.131.233:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41484;151.101.1.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41492;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41492;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41480;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41492;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41492;18.154.22.49:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41494;151.101.1.44:443;https://pips.taboola.com/;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41494;151.101.1.44:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41472;52.94.223.167:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41472;52.94.223.167:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41484;151.101.1.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41478;151.101.1.44:443;https://imprammp.taboola.com/s...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41500;141.226.228.48:443;https://am-wf.taboola.com/Vide...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41478;151.101.1.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41480;141.226.228.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41484;151.101.1.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41500;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41480;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41484;151.101.1.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41486;146.112.61.110:443;https://match.adsrvr.org/track...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41488;108.128.131.233:443;https://pr-bh.ybp.yahoo.com/sy...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41490;3.124.182.114:443;https://x.bidswitch.net/sync?g...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41486;;;Certificate verify failed: unable to get local issuer certificate
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41488;108.128.131.233:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41490;3.124.182.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41492;18.154.22.49:443;https://sb.scorecardresearch.c...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41492;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41492;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41492;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41484;151.101.1.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41484;151.101.1.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41494;151.101.1.44:443;https://pips.taboola.com/;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41494;151.101.1.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41484;151.101.1.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41498;151.101.129.44:443;https://images.taboola.com/tab...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41478;151.101.1.44:443;https://imprammp.taboola.com/s...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41478;151.101.1.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41480;141.226.228.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41498;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41480;141.226.228.48:443;https://am-vid-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41484;151.101.1.44:443;https://wf.taboola.com/VideoBi...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41486;146.112.61.110:443;https://match.adsrvr.org/track...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41488;108.128.131.233:443;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41486;;;Certificate verify failed: unable to get local issuer certificate
